Unified_Screen_ID,Legacy_Screen_ID,Module,Group,Arabic_Name,English_Name,Application,Priority,Purpose,Tabs_Areas,Key_Fields,Grid_Columns,Actions,Workflow,Permissions,Related_Tables,Benchmark_Refs,P1_W3_Screen_ID,P1_W3_Contract_Status,Disposition,Decision_Required,Notes
U-SCR-032,PRC-008,PRC,التسعير والتعرفة,الأسعار التعاقدية,Contract Rates,ويب الإدارة (Admin Web),P1,أسعار خاصة لعملاء الأعمال والوكلاء.,القاعدة (Rule) | النطاق (Scope) | الشروط (Conditions) | الشرائح (Tiers) | السريان (Validity) | التدقيق (Audit),الرمز (Code) | الاسم (Name) | نوع الخدمة (Service Type) | منطقة/خط (Area/Route) | نوع المركبة/فئة المقعد (Vehicle/Seat Class) | القيمة (Amount/Formula) | العملة (Currency) | من (Valid From) | إلى (Valid To) | الحالة (Status),الشريحة (Tier) | من (From) | إلى (To) | السعر (Price) | الوحدة (Unit),جديد (New) | حفظ (Save) | محاكاة سعر (Price Simulation) | تفعيل (Activate) | إيقاف (Disable),Draft → Test → Approve if controlled → Active → Expired,PRC-008.View | PRC-008.Manage,PricingRules | PricingTiers | Promotions,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-033,RID-001,RID,المشاوير حسب الطلب,إنشاء مشوار,Create Ride,ويب الإدارة (Admin Web),P1,إنشاء مشوار فوري أو مجدول للعميل.,الطلب (Order) | الالتقاط (Pickup) | الوجهة (Destination) | السائق والمركبة (Driver & Vehicle) | السعر والدفع (Fare & Payment) | الخريطة (Map) | الأحداث (Events) | التدقيق (Audit),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-001.View | RID-001.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-034,RID-002,RID,المشاوير حسب الطلب,طلبات المشاوير,Ride Orders,ويب الإدارة (Admin Web),P1,قائمة جميع طلبات المشاوير وحالاتها.,القائمة (List) | الخريطة (Map) | الفلاتر (Filters) | الإجراءات (Actions),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-002.View | RID-002.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-035,RID-003,RID,المشاوير حسب الطلب,تفاصيل المشوار,Ride Details,ويب الإدارة (Admin Web),P1,التفاصيل التشغيلية والمالية للمشوار.,الطلب (Order) | الالتقاط (Pickup) | الوجهة (Destination) | السائق والمركبة (Driver & Vehicle) | السعر والدفع (Fare & Payment) | الخريطة (Map) | الأحداث (Events) | التدقيق (Audit),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-003.View | RID-003.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-036,RID-004,RID,المشاوير حسب الطلب,المشاوير غير المسندة,Unassigned Rides,ويب الإدارة (Admin Web),P1,طلبات تنتظر سائقًا مناسبًا.,القائمة (List) | الخريطة (Map) | الفلاتر (Filters) | الإجراءات (Actions),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-004.View | RID-004.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-037,RID-005,RID,المشاوير حسب الطلب,لوحة توزيع المشاوير,Ride Dispatch Board,ويب الإدارة (Admin Web),P1,إسناد ومراقبة المشاوير لحظيًا.,القائمة (List) | الخريطة (Map) | الفلاتر (Filters) | الإجراءات (Actions),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-005.View | RID-005.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-038,RID-006,RID,المشاوير حسب الطلب,تسعير المشوار,Ride Fare Estimate,ويب الإدارة (Admin Web),P1,حساب سعر تقديري قبل التأكيد.,الطلب (Order) | الالتقاط (Pickup) | الوجهة (Destination) | السائق والمركبة (Driver & Vehicle) | السعر والدفع (Fare & Payment) | الخريطة (Map) | الأحداث (Events) | التدقيق (Audit),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-006.View | RID-006.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-039,RID-007,RID,المشاوير حسب الطلب,الحجوزات المجدولة,Scheduled Rides,ويب الإدارة (Admin Web),P1,إدارة المشاوير المحجوزة للمستقبل.,القائمة (List) | الخريطة (Map) | الفلاتر (Filters) | الإجراءات (Actions),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-007.View | RID-007.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-040,RID-008,RID,المشاوير حسب الطلب,تغيير السائق/إعادة الإسناد,Reassign Driver,ويب الإدارة (Admin Web),P1,نقل المشوار إلى سائق آخر مع سبب وتدقيق.,الطلب (Order) | الالتقاط (Pickup) | الوجهة (Destination) | السائق والمركبة (Driver & Vehicle) | السعر والدفع (Fare & Payment) | الخريطة (Map) | الأحداث (Events) | التدقيق (Audit),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-008.View | RID-008.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-041,RID-009,RID,المشاوير حسب الطلب,إلغاء المشوار,Ride Cancellation,ويب الإدارة (Admin Web),P1,إدارة الإلغاء والرسوم والأسباب.,الطلب (Order) | الالتقاط (Pickup) | الوجهة (Destination) | السائق والمركبة (Driver & Vehicle) | السعر والدفع (Fare & Payment) | الخريطة (Map) | الأحداث (Events) | التدقيق (Audit),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-009.View | RID-009.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-042,RID-010,RID,المشاوير حسب الطلب,حالات عدم التنفيذ,Ride Exceptions,ويب الإدارة (Admin Web),P1,فشل الوصول/عدم حضور العميل/مشكلة دفع/غيره.,القائمة (List) | الخريطة (Map) | الفلاتر (Filters) | الإجراءات (Actions),رقم المشوار (Ride No) | العميل (Customer) | نقطة الالتقاط (Pickup) | الوجهة (Destination) | وقت الطلب (Requested Time) | نوع المركبة (Vehicle Type) | السائق (Driver) | السعر (Fare) | طريقة الدفع (Payment Method) | الحالة (Status),رقم الطلب (Order No) | العميل (Customer) | من (From) | إلى (To) | السائق (Driver) | الوقت المتوقع (ETA) | السعر (Fare) | الحالة (Status),إنشاء (Create) | تأكيد (Confirm) | إسناد (Assign) | إعادة إسناد (Reassign) | بدء (Start) | وصول (Arrive) | إكمال (Complete) | إلغاء (Cancel),Draft → Requested → Assigned → Accepted → En Route to Pickup → Arrived → Passenger Onboard → Completed / Cancelled / No-show,RID-010.View | RID-010.Act,RideOrders | RideStops | RideAssignments | RideEvents | RideFareEstimates,"R21,R22,R42",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
